epoch,learning_rate,train_loss,val_loss,test_loss,val_seq_acc,val_char_acc,val_edit_distance,test_seq_acc,test_char_acc,test_edit_distance,position_1_acc,position_2_acc,position_3_acc,position_4_acc,position_5_acc,saved_at
131,1e-05,0.00019581733470508972,0.04090429392748935,0.03568750051830781,0.9676,0.9921466666666666,0.03306666666666667,0.9704666666666667,0.9928266666666666,0.030333333333333334,0.9956,0.9928666666666667,0.9908666666666667,0.9904,0.991,2026-05-20T16:21:43.208985
132,1e-05,0.0001919231766087448,0.04081569971094386,0.03515846576555729,0.9672,0.9920933333333334,0.033466666666666665,0.9703333333333334,0.9927733333333333,0.030266666666666667,0.9956,0.9932,0.9904666666666667,0.9903333333333333,0.9908666666666667,2026-05-20T16:28:10.709583
133,1e-05,0.00016396599518173446,0.041055104897589775,0.034906764573827874,0.9676,0.9921466666666666,0.03306666666666667,0.9702666666666667,0.9927733333333333,0.030266666666666667,0.9956666666666667,0.9931333333333333,0.9904666666666667,0.9904666666666667,0.991,2026-05-20T16:34:38.730187
134,1e-05,0.00017515211368492045,0.04094629749188862,0.034844301871888486,0.9673333333333334,0.9922533333333333,0.03326666666666667,0.9708666666666667,0.9928666666666667,0.029733333333333334,0.9955333333333334,0.9934666666666667,0.9907333333333334,0.9903333333333333,0.9912,2026-05-20T16:41:05.717752
135,1e-05,0.00018987977199181946,0.041667908444060806,0.035509157757822624,0.9676,0.99228,0.033,0.9704666666666667,0.9928533333333334,0.030066666666666665,0.9958,0.993,0.9908,0.9906,0.9912,2026-05-20T16:47:32.427233
136,1e-05,9.712055765246353e-05,0.0405349100248478,0.035448887929800506,0.9678666666666667,0.9923333333333333,0.0328,0.9706666666666667,0.9929066666666667,0.03,0.9955333333333334,0.9930666666666667,0.9909333333333333,0.9908666666666667,0.9912666666666666,2026-05-20T16:54:00.260923
137,1e-05,0.00018901407318087604,0.04070624826159795,0.035477897449566746,0.9681333333333333,0.9924,0.03266666666666666,0.9714666666666667,0.99304,0.029133333333333334,0.9955333333333334,0.9932666666666666,0.991,0.9908,0.9914,2026-05-20T17:00:27.416343
138,1e-05,0.00014055943221231374,0.04126522640530429,0.035591267365638515,0.9674,0.9921733333333334,0.0332,0.9715333333333334,0.9932,0.029066666666666668,0.9957333333333334,0.993,0.9906,0.9904,0.9911333333333333,2026-05-20T17:06:54.656239
139,1e-05,0.0001587418460943523,0.04154409632586282,0.035624485296248565,0.9675333333333334,0.99224,0.03306666666666667,0.9713333333333334,0.9931866666666667,0.029266666666666667,0.9956,0.9931333333333333,0.9907333333333334,0.9904666666666667,0.9912666666666666,2026-05-20T17:13:22.462183
140,1e-05,0.00016664433574868954,0.04124066795173286,0.035628659133520035,0.9672,0.9922133333333333,0.033466666666666665,0.9710666666666666,0.99296,0.0294,0.9956666666666667,0.9928666666666667,0.9908666666666667,0.9904666666666667,0.9912,2026-05-20T17:19:50.695920
141,1e-05,8.504625331158994e-05,0.04129382209674662,0.035989243797486616,0.9677333333333333,0.9922533333333333,0.032933333333333335,0.9709333333333333,0.99292,0.029733333333333334,0.9958,0.9928666666666667,0.9908,0.9906666666666667,0.9911333333333333,2026-05-20T17:26:18.008283
142,1e-05,9.316578784222458e-05,0.041417720878744665,0.03548779075149526,0.9676666666666667,0.99228,0.033,0.971,0.9929866666666667,0.0296,0.9956,0.9932,0.9907333333333334,0.9906,0.9912666666666666,2026-05-20T17:32:45.661195
143,1e-05,0.0001350252167569445,0.04186621089305994,0.035810043380709915,0.9673333333333334,0.9922133333333333,0.03326666666666667,0.9709333333333333,0.9930533333333333,0.0296,0.9957333333333334,0.9932666666666666,0.9904,0.9906,0.9910666666666667,2026-05-20T17:39:13.691605
144,1e-05,0.00017112925916201887,0.04176418242912482,0.036281649008601334,0.9674,0.99216,0.03326666666666667,0.9707333333333333,0.9930533333333333,0.029866666666666666,0.9957333333333334,0.9927333333333334,0.9905333333333334,0.9908,0.991,2026-05-20T17:45:44.096931
145,1e-05,0.00018595743389843101,0.04246301748884721,0.03658657357474784,0.9673333333333334,0.9921333333333333,0.03326666666666667,0.9708666666666667,0.9930266666666666,0.029933333333333333,0.9959333333333333,0.9929333333333333,0.9903333333333333,0.9906,0.9908666666666667,2026-05-20T17:52:20.747555
146,1e-05,0.0001082231930461832,0.042124113965531354,0.03599914521841347,0.9677333333333333,0.9923333333333333,0.03286666666666667,0.9708,0.9929866666666667,0.029933333333333333,0.9957333333333334,0.9931333333333333,0.9909333333333333,0.9906666666666667,0.9912,2026-05-20T17:58:55.271467
147,1e-05,0.00010996177047876571,0.042759329428412506,0.03658302541463572,0.9676,0.9922,0.033,0.9708666666666667,0.99304,0.029866666666666666,0.9959333333333333,0.9931333333333333,0.9904666666666667,0.9904666666666667,0.991,2026-05-20T18:06:04.654741
148,1e-05,0.00011013570879907274,0.041653049127819426,0.03623176570566384,0.9669333333333333,0.9920933333333334,0.03373333333333333,0.9711333333333333,0.9929466666666666,0.029466666666666665,0.9957333333333334,0.9930666666666667,0.9906666666666667,0.9902,0.9908,2026-05-20T18:13:02.077714
149,1e-05,0.00015236820918065473,0.041730871084616726,0.03655885499424103,0.9674,0.9922,0.0334,0.9710666666666666,0.9929066666666667,0.0296,0.9956,0.9929333333333333,0.9907333333333334,0.9906,0.9911333333333333,2026-05-20T18:19:31.420198
150,1e-05,0.00017774732239933603,0.04187824958531005,0.03627839560864797,0.9673333333333334,0.9921066666666667,0.03333333333333333,0.9711333333333333,0.9930533333333333,0.0296,0.9956,0.9930666666666667,0.9907333333333334,0.9904,0.9907333333333334,2026-05-20T18:26:08.361800
151,1e-06,0.00012559587245709904,0.0419093485050937,0.036154366624887614,0.9672666666666667,0.99216,0.03333333333333333,0.9711333333333333,0.9930133333333333,0.029533333333333335,0.9956666666666667,0.9930666666666667,0.9906,0.9902,0.9912666666666666,2026-05-20T18:32:41.687066
152,1e-06,0.00010800153280078507,0.04180680278046475,0.03606756167015043,0.9672,0.9920933333333334,0.0334,0.9712,0.99308,0.0294,0.9955333333333334,0.993,0.9906666666666667,0.9902666666666666,0.991,2026-05-20T18:39:11.548677
153,1e-06,0.00014841078232389845,0.0415142515172641,0.03632653752848147,0.967,0.99204,0.03373333333333333,0.9716,0.9931333333333333,0.029066666666666668,0.9956,0.9932,0.9906,0.9901333333333333,0.9906666666666667,2026-05-20T18:46:00.366333
154,1e-06,0.00010263760742018387,0.041800770638814384,0.036232116320307414,0.9672666666666667,0.9921466666666666,0.0334,0.9713333333333334,0.99308,0.029333333333333333,0.9958,0.9928666666666667,0.9908,0.9904,0.9908666666666667,2026-05-20T18:53:12.129978
155,1e-06,8.123273902862635e-05,0.0417926516992105,0.036159454347669345,0.9674,0.9922533333333333,0.0332,0.9711333333333333,0.9930133333333333,0.029533333333333335,0.9956,0.9932,0.9908666666666667,0.9905333333333334,0.9910666666666667,2026-05-20T19:00:06.884292
156,1e-06,0.00011513377606391627,0.04190576331728154,0.03624516490777919,0.9671333333333333,0.9921333333333333,0.03353333333333333,0.9703333333333334,0.9928933333333333,0.030333333333333334,0.9955333333333334,0.993,0.9908,0.9904666666666667,0.9908666666666667,2026-05-20T19:06:53.040634
157,1e-06,0.00013636133746451333,0.04219089209808896,0.0362274721859376,0.9675333333333334,0.99228,0.03306666666666667,0.9710666666666666,0.9928933333333333,0.0296,0.9956666666666667,0.9932666666666666,0.9906666666666667,0.9905333333333334,0.9912666666666666,2026-05-20T19:14:04.971278
158,1e-06,0.00011884579930387803,0.042136900085279115,0.036375378172887315,0.9677333333333333,0.9922666666666666,0.0328,0.9708,0.9928533333333334,0.0298,0.9958,0.9931333333333333,0.9909333333333333,0.9902,0.9912666666666666,2026-05-20T19:21:12.203537
159,1e-06,0.00014450397277014743,0.042022875035796235,0.03656010739765798,0.9672666666666667,0.99212,0.03333333333333333,0.9709333333333333,0.9929866666666667,0.0298,0.9957333333333334,0.9928666666666667,0.9907333333333334,0.9903333333333333,0.9909333333333333,2026-05-20T19:28:05.550869
160,1e-06,0.00023919157503556718,0.041483722227491714,0.036349014734390825,0.9675333333333334,0.9922266666666667,0.03326666666666667,0.9713333333333334,0.9931733333333334,0.029266666666666667,0.9952,0.9932666666666666,0.9907333333333334,0.9906666666666667,0.9912666666666666,2026-05-20T19:35:06.166185
161,1e-06,0.00013284509315924465,0.04203728498289737,0.03637529115718272,0.9672,0.9921066666666667,0.033466666666666665,0.9710666666666666,0.9929866666666667,0.0296,0.9959333333333333,0.9931333333333333,0.9904666666666667,0.9902,0.9908,2026-05-20T19:42:18.506816
162,1e-06,0.00015767358315107134,0.04172109417365893,0.0365870609748203,0.9677333333333333,0.9922266666666667,0.03306666666666667,0.9714,0.99312,0.029333333333333333,0.9957333333333334,0.9930666666666667,0.9907333333333334,0.9907333333333334,0.9908666666666667,2026-05-20T19:49:24.747772
163,1e-06,9.544688645800755e-05,0.04166958055289133,0.03604063035053288,0.9674,0.9922933333333334,0.03326666666666667,0.9712,0.99304,0.029466666666666665,0.9958,0.9933333333333333,0.9909333333333333,0.9902,0.9912,2026-05-20T19:56:22.578829
164,1e-06,9.913475401674224e-05,0.041498956895972286,0.03658819542666782,0.9671333333333333,0.9921466666666666,0.0336,0.9716666666666667,0.9931466666666666,0.029066666666666668,0.9954,0.9931333333333333,0.9907333333333334,0.9905333333333334,0.9909333333333333,2026-05-20T20:03:07.444987
165,1e-06,0.00018132212879864727,0.04197508247159361,0.03674350759880849,0.9676,0.9921733333333334,0.03306666666666667,0.9708,0.99292,0.029866666666666666,0.9957333333333334,0.9926666666666667,0.9908,0.9905333333333334,0.9911333333333333,2026-05-20T20:09:40.093658
166,1e-06,0.0001329740160851969,0.042086098652636184,0.036555343514706254,0.9675333333333334,0.99216,0.033133333333333334,0.9708666666666667,0.99292,0.029866666666666666,0.9956,0.993,0.9908666666666667,0.9904666666666667,0.9908666666666667,2026-05-20T20:16:09.911467
167,1e-06,0.00011619797476424927,0.041723446215626535,0.036617219512708576,0.9678,0.9922,0.03286666666666667,0.9710666666666666,0.9930133333333333,0.029666666666666668,0.9956666666666667,0.993,0.9909333333333333,0.9904666666666667,0.9909333333333333,2026-05-20T20:22:37.279438
168,1e-06,8.80592584941126e-05,0.042449207810494,0.0356016825962524,0.9676,0.99232,0.033,0.9711333333333333,0.9930266666666666,0.029533333333333335,0.9956666666666667,0.9932,0.9908666666666667,0.9905333333333334,0.9913333333333333,2026-05-20T20:29:03.531562
169,1e-06,7.649134346755646e-05,0.04213923917339488,0.036678116166026425,0.9676666666666667,0.99224,0.033,0.9709333333333333,0.9929733333333334,0.0298,0.9958,0.993,0.9907333333333334,0.9906,0.9910666666666667,2026-05-20T20:35:29.420429
170,1e-06,0.0001388266395161438,0.04188891454601164,0.03620220885784984,0.9674,0.9922533333333333,0.03326666666666667,0.9716666666666667,0.9930533333333333,0.029,0.9956,0.993,0.9906666666666667,0.9906666666666667,0.9913333333333333,2026-05-20T20:41:54.400095
171,1e-06,8.215151650031174e-05,0.04221342028422825,0.03682205421659576,0.9672666666666667,0.9920533333333333,0.03333333333333333,0.9714666666666667,0.9931733333333334,0.029133333333333334,0.9956666666666667,0.993,0.9906,0.9900666666666667,0.9909333333333333,2026-05-20T20:48:21.172990
172,1e-06,0.00022148466713276777,0.04202583443921151,0.03612483962712235,0.9674666666666667,0.9922266666666667,0.033133333333333334,0.9707333333333333,0.99304,0.0298,0.9958666666666667,0.9930666666666667,0.9908666666666667,0.9903333333333333,0.991,2026-05-20T20:54:47.114390
173,1e-06,0.00010151227116917816,0.042162742043131494,0.03661417750945537,0.9675333333333334,0.9921733333333334,0.03306666666666667,0.9710666666666666,0.99296,0.0296,0.9957333333333334,0.9927333333333334,0.9906,0.9905333333333334,0.9912666666666666,2026-05-20T21:01:18.690796
174,1e-06,0.0001285036450049039,0.042048456765645385,0.03622704305382442,0.9676,0.9922,0.033,0.9704,0.99276,0.030333333333333334,0.9957333333333334,0.993,0.9906666666666667,0.9904,0.9912,2026-05-20T21:07:50.122413
175,1e-06,0.0001126725357258688,0.041917415054878365,0.036876700057121764,0.9673333333333334,0.9922266666666667,0.03333333333333333,0.9708,0.9929333333333333,0.029866666666666666,0.9957333333333334,0.9930666666666667,0.9906666666666667,0.9906,0.9910666666666667,2026-05-20T21:14:19.777649
176,1e-06,0.00010319339182642742,0.042061980849580974,0.036478467343602154,0.9678,0.99232,0.03286666666666667,0.9715333333333334,0.99308,0.029066666666666668,0.9958666666666667,0.9930666666666667,0.991,0.9904666666666667,0.9912,2026-05-20T21:20:59.873742
177,1e-06,0.00011031381573351005,0.04162261038401137,0.03649715591021568,0.9674,0.99228,0.03326666666666667,0.9715333333333334,0.99304,0.0292,0.9956,0.993,0.9908666666666667,0.9908,0.9911333333333333,2026-05-20T21:27:43.007348
